Category	Occupation	Malay	Estonian	Finnish	Hungarian	Armenian	Bengali-HF	Bengali-HP	Bengali-TF	Bengali-TP	Bengali-EF	Bengali-EP	Japanese	Turkish	Yoruba	Basque	Swahili	Chinese
Sales and related occupations	Sales engineer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Sales and related occupations	Sales worker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Sales and related occupations	Securities sales agent	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Sales and related occupations	Services sales representative	Male	Female	Male	Male	Male	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Sales and related occupations	Street vendor	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Sales and related occupations	Telemarketer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Sales and related occupations	Travel agent	Male	Female	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Male	?	Male	?
Sales and related occupations	Wholesale sales representatives	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Adhesive bonding machine operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	Male
Production occupations	Adhesive bonding machine tender	Male	Male	Male	Male	Male	?	Neutral	?	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Aircraft assembler	Male	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Apparel patternmaker	Female	Male	Female	Female	Female	?	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Apparel worker	Female	Male	Male	Female	Female	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Assembler	Male	Female	Male	Male	?	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Baker	Male	Male	Male	Female	Male	?	Male	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Baking machine operator	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Baking machine tender	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	?
Production occupations	Bench carpenter	Male	Male	Female	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	?	?	Male	?
Production occupations	Blending worker	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Boiler operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	Male
Production occupations	Boring machine tool operator	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Boring machine tool setter	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Boring machine tool tender	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Brazer	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	Male
Production occupations	Brazing worker	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Buffing machine tool operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Buffing machine tool setter	Male	Male	Female	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Buffing machine tool tender	Male	Female	Female	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Butcher	Female	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	Male	Neutral	Neutral	Male	?
Production occupations	Cabinetmaker	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	?	?	Male	?
Production occupations	Caster	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Chemical processing machine operator	Male	Male	Male	Male	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Chemical processing machine setter	Male	Neutral	Male	Male	Male	?	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Chemical processing machine tender	Male	Neutral	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Production occupations	Cleaning equipment operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Cleaning equipment tender	Male	Male	Female	Female	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Compacting machine operator	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	?	?	?	Male	?
Production occupations	Compacting machine setter	Male	Male	Female	Male	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Compacting machine tender	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Computer control operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Computer control programmer	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Cooling equipment operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Cooling equipment tender	Male	Male	Male	Male	Female	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Crushing worker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Production occupations	Cutting machine operator	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Cutting worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Dental laboratory technician	Male	Male	Female	Female	Male	?	Neutral	?	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Die maker	Male	Male	Female	Female	?	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Drawing machine operator	Male	Male	Female	Male	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Drawing machine setter	Male	Male	Female	Male	Female	?	Neutral	Male	Male	Female	Female	Male	?	Neutral	?	Male	?
Production occupations	Drawing machine tender	Male	Male	Female	Female	Female	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Dressmakers	Female	Female	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Drier operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Drier tender	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Female	?
Production occupations	Drilling machine tool operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Drilling machine tool setter	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Drilling machine tool tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Dry-cleaning worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Drying machine operator	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Drying machine tender	Male	Male	Female	Female	Male	?	Neutral	Male	Male	?	Male	Male	Neutral	Neutral	?	Male	?
Production occupations	Electrical assembler	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Neutral	Female	?
Production occupations	Electromechanical assembler	Male	Male	Male	Male	Neutral	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Electronics assemblers	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Production occupations	Engine assembler	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	Male
Production occupations	Engraver	Male	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Neutral	Male	Neutral	?	Male	?
Production occupations	Etcher	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Production occupations	Extruding machine operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Extruding machine setter	Male	Male	Female	Female	Male	?	Neutral	Female	Female	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Extruding machine tender	Male	Female	Male	Female	Male	?	Neutral	?	Male	Female	Female	Male	?	Neutral	?	Male	?
Production occupations	Fabric patternmaker	Male	Male	Female	Female	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Production occupations	Fabricator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	?	?	Male	?	Male	Male
Production occupations	Filling machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Filling machine tender	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	First-line supervisor of operating workers	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Production occupations	First-line supervisor of production workers	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Fish processing worker	Male	Male	Female	Female	Female	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Production occupations	Food batchmaker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Food cooking machine operator	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Food cooking machine tender	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Food processing worker	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	?	?	Neutral	?	Male	?
Production occupations	Forging machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Forging machine setter	Male	Male	Male	Female	Male	Male	Male	Male	Male	Female	Female	Male	?	Neutral	?	Male	Male
Production occupations	Forging machine tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Forming machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Forming machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Production occupations	Forming machine setter	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Forming machine setters	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Forming machine tender	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Forming machine tender	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Male	Male	Male	Neutral	Neutral	?	Male	?
Production occupations	Freezing equipment operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Male	?	Male	?
Production occupations	Freezing equipment tender	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male	Male	Male	Neutral	Neutral	?	Male	?
Production occupations	Furnace operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Furnace operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Furnishings worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Production occupations	Furniture finisher	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Garment presser	Female	Female	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Glass fiber extruding machine operator	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Glass fiber extruding machine setter	Male	Female	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Glass fiber extruding machine tender	Male	Female	Female	Male	Female	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Female	?
Production occupations	Grinding machine tool operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Grinding machine tool setter	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Grinding machine tool tender	Male	Male	Female	Male	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Grinding worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Heat treating equipment operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Male	?	Male	?
Production occupations	Heat treating equipment setter	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Heat treating equipment tender	Male	Male	Male	Male	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Inspector	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Jeweler	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Production occupations	Kettle operator	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Male	Neutral	Male	?
Production occupations	Kettle tender	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	Male	Female	?
Production occupations	Kiln operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Kiln tender	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Production occupations	Lapping machine tool operator	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Lapping machine tool setter	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Lapping machine tool tender	Male	Male	Female	Female	Male	?	Neutral	Male	Male	?	Male	?	?	Neutral	?	Male	?
Production occupations	Lathe tool operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Lathe tool setter	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Lathe tool tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Production occupations	Laundry worker	Female	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	Male	Neutral	?	Male	?
Production occupations	Layout worker	Male	Male	Female	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Leather repairer	Male	Male	Female	Female	?	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Leather worker	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Production occupations	Machine assembler	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Machinist	Male	Male	Male	Male	?	Male	Male	Male	Male	Female	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Meat processing worker	Male	Female	Female	Female	Female	?	Neutral	Male	Male	?	Male	Male	?	?	?	Male	?
Production occupations	Medical laboratory technician	Male	Male	Female	Male	?	?	Neutral	Male	Male	?	Male	?	?	Neutral	Neutral	Male	?
Production occupations	Metal extruding machine operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	?	?	Neutral	?	Male	?
Production occupations	Metal extruding machine setter	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Female	Neutral	?	Neutral	?	Male	?
Production occupations	Metal extruding machine tender	Male	Neutral	Male	Female	Male	?	Neutral	?	Male	Female	Male	?	?	?	?	Male	?
Production occupations	Metal furnace caster	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	?	?	Male	?
Production occupations	Metal furnace operator	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Metal furnace pourer	Male	Male	Male	Female	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Metal furnace tender	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	Neutral	Neutral	Neutral	Male	?
Production occupations	Metal model maker	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male
Production occupations	Metal molder	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Female	?
Production occupations	Metal patternmaker	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Metal pickling equipment operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	Male
Production occupations	Metal pickling equipment tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Metal worker	Male	Male	Female	Female	Male	?	Neutral	Male	Male	?	Male	?	?	Male	?	Male	?
Production occupations	Metal worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Male	?	Male	?
Production occupations	Milling machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Milling machine setter	Male	Female	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Milling machine tender	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	Neutral	Male	?
Production occupations	Mixing worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Molder	Male	Female	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	?	?	Neutral	?	Male	?
Production occupations	Molding machine operator	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male	Male	?	?	?	?	Male	?
Production occupations	Molding machine setter	Male	Female	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Molding machine tender	Male	Male	Male	Female	Male	?	Neutral	?	Male	Male	Male	Male	Neutral	Neutral	?	Male	?
Production occupations	Multiple machine tool operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Multiple machine tool setter	Male	Male	Male	Male	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Multiple machine tool tender	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Ophthalmic laboratory technician	Male	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Female	Male
Production occupations	Oven operator	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Male	?	Male	?
Production occupations	Oven tender	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Female	?
Production occupations	Packaging machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Packaging machine tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Painting worker	Male	Female	Female	Male	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Paper goods machine operator	Male	Male	Male	Male	Female	?	Neutral	?	Male	Female	Male	?	?	?	?	Male	?
Production occupations	Paper goods machine setter	Male	Male	Male	Female	Female	?	Neutral	?	Male	Female	Female	Neutral	?	Neutral	?	Male	Male
Production occupations	Paper goods machine tender	Male	Male	Male	Male	Female	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Photographic process worker	Male	Male	Male	Female	Female	?	Neutral	Male	Male	?	Male	Male	?	?	?	Male	?
Production occupations	Photographic processing machine operator	Male	Male	Male	Male	Male	?	Neutral	?	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Planing machine operator	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	Male
Production occupations	Planing machine setter	Male	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Production occupations	Planing machine tender	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Neutral	Male	?
Production occupations	Plant operator	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	Male	Male	?
Production occupations	Plastic extruding machine operator	Male	Male	Female	Male	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Plastic extruding machine setter	Male	Neutral	Female	Female	Female	?	Neutral	Male	Male	Female	Female	Neutral	?	Neutral	?	Male	?
Production occupations	Plastic extruding machine tender	Male	Female	Male	Female	Female	?	Neutral	?	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Plastic model maker	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Plastic Molder	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Neutral	?	?	?	Female	?
Production occupations	Plastic patternmaker	Male	Male	Female	Female	Male	Male	Male	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Plastic worker	Male	Female	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Plating and coating machine setters, operators, and tenders, metal and plastic	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Polishing machine tool operator	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	?	?	Neutral	?	Male	?
Production occupations	Polishing machine tool setter	Male	Female	Female	Female	?	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	Male
Production occupations	Polishing machine tool tender	Male	Male	Male	Female	Male	?	Neutral	?	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Polishing worker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Poultry processing worker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Power plant dispatcher	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Power plant distributor	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Power plant operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Precious stone worker	Male	Male	Male	Male	Male	Male	Male	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Prepress technician	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Prepress worker	Male	Male	Female	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Press machine operator	Male	Male	Male	Male	?	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	Male
Production occupations	Pressing machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Pressing machine setter	Male	Female	Male	Male	Male	?	Neutral	Male	Male	Male	Male	Male	?	?	?	Male	?
Production occupations	Pressing machine tender	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Print binding worker	Male	Male	Female	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Print finishing worker	Male	Male	Male	Female	?	Male	Neutral	Male	Male	Female	Male	Neutral	?	?	?	Male	?
Production occupations	Printing press operator	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Production worker	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Production worker helper	Male	Male	Female	Male	?	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Punching machine operator	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Roasting machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	?	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Roasting machine tender	Male	Male	Male	Female	?	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
Production occupations	Rolling machine operator	Male	Male	Male	Male	Male	?	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Rolling machine setter	Male	Male	Male	Female	?	?	Neutral	Male	Male	?	Male	Male	?	Neutral	?	Male	?
Production occupations	Rolling machine tender	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Male	Male	Male	?	Neutral	?	Male	?
Production occupations	Samplers	Male	Male	Male	Male	Male	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Sawing machine operator	Male	Male	Male	Female	Female	?	Neutral	?	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Sawing machine setter	Male	Male	Female	Female	Male	?	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Sawing machine tender	Male	Male	Male	Male	Male	?	Neutral	?	Male	Male	Male	Neutral	?	Neutral	Neutral	Male	Male
Production occupations	Semiconductor processor	Male	Male	Male	Male	Male	Male	Neutral	Male	Male	Female	Male	Neutral	?	Neutral	?	Male	?
Production occupations	Sewer	Male	Male	Male	Female	Male	Male	Neutral	Male	Male	Male	Male	Neutral	?	Neutral	?	Female	?
Production occupations	Sewing machine operator	Male	Male	Female	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	?	?	Male	?
Production occupations	Shaper	Male	Male	Male	Female	Male	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Female	?
Production occupations	Shoe machine operator	Male	Male	Male	Female	Female	?	Neutral	Male	Male	Female	Male	Male	?	Neutral	?	Male	?
